0.042898,-0.015713,9.448905,0.267562
0.093879,-0.016161,9.371090,0.350015
0.143610,-0.026188,9.584331,0.348069
0.192402,-0.304374,9.614410,0.528539
0.243496,-0.093377,9.548417,0.600368
0.292648,0.679828,9.656908,0.668455
0.343302,0.014964,9.582386,0.290607
0.392523,0.762431,8.901062,0.358694
0.443355,0.768716,9.320810,1.777160
0.493022,-0.071978,9.701801,0.560413
0.543191,0.297041,10.274634,-0.487088
0.592873,0.539164,10.197868,0.447283
0.643574,-0.795951,10.166592,-0.706165
0.693121,-1.124716,9.567123,-2.747445
0.743468,0.319039,10.964937,-0.283124
0.792415,0.006884,9.509211,-1.588310
0.843608,-1.019218,8.971843,-1.150605
0.892481,-0.530185,7.862689,-1.232759
0.943363,-1.276454,7.920751,-1.999080
0.993292,-0.973128,7.513423,-2.482876
1.043193,-0.807174,7.997218,-2.839026
1.092819,0.034867,9.900377,-3.546388
1.143425,-0.038907,12.347488,-5.291225
1.192902,-5.849244,5.904462,-5.440868
1.243455,-5.786094,12.460619,-1.916777
1.292993,-0.443093,9.631319,0.511480
1.343408,2.405510,10.773694,-0.853114
1.392759,-1.653854,2.772884,-0.831865
1.443419,0.140964,5.833082,-0.711253
1.492999,0.347621,6.812495,0.237034
1.542826,0.714844,10.642307,-3.047329
1.592894,-0.717688,15.851528,-1.593548
1.643348,1.970349,13.937894,-1.075783
1.694123,0.882893,10.577961,1.483411
1.743361,-3.594723,12.442063,4.443348
1.792868,-1.308478,14.262170,-2.892897
1.843423,0.030378,17.065282,-5.953844
1.892769,-0.947389,12.415726,-5.824403
1.943428,-0.352409,6.217365,-3.639316
1.992847,-1.142524,-2.169972,-3.393603
2.042823,-2.471353,-0.584805,6.138653
2.093680,-6.099895,15.099722,-4.016267
2.143426,2.656462,8.209711,0.687460
2.192627,-4.043053,13.348899,-7.081104
2.243436,7.487983,17.874551,-4.726622
2.292510,3.955213,9.475391,-3.736584
2.343753,-1.482513,3.187694,0.757942
2.392548,-1.277352,0.812561,-0.259780
2.443417,0.104900,16.247932,-3.883384
2.493711,0.140664,25.011023,-1.137436
2.542844,-0.411368,15.336157,-5.789536
2.592606,0.266664,9.094550,0.535871
2.643473,-3.965089,-4.494676,1.436123
2.692572,-1.643528,-0.142460,0.023644
2.743419,-4.077920,23.333376,-0.701376
