0.024641,0.141113,9.570864,-1.083415
0.072669,0.640472,9.653167,-0.745521
0.117178,0.009577,9.545125,-0.996772
0.166165,0.125550,9.691027,-0.925991
0.217192,0.205460,9.626830,-1.259844
0.266462,0.105498,9.536895,-1.120077
0.316681,0.666510,9.656759,-1.057377
0.366626,-0.353756,9.592263,-1.265979
0.417623,-0.500107,10.414251,-1.453332
0.466459,-0.016461,9.172514,-1.008893
0.517127,-2.785753,10.075759,-2.805207
0.566499,0.638227,10.303067,-3.394650
0.617335,-0.000299,9.704195,-2.974752
0.667194,-0.917162,7.683267,-2.294924
0.717047,-0.695091,7.824381,-2.502329
0.766554,-1.343494,7.862689,-3.568835
0.816486,-0.047886,8.822499,-3.467975
0.866829,-0.825879,8.769825,-3.462289
0.917222,-1.362050,8.460064,-3.603851
0.968374,-1.331523,8.254904,-3.102996
1.017181,-0.447432,9.458033,-4.459210
1.067073,-2.374385,11.345330,-4.083157
1.117110,-1.979477,13.558848,-0.769763
1.166152,-0.311856,10.245903,-0.826478
1.217157,-0.883941,8.854523,1.965410
1.266629,1.717153,10.092669,-0.054620
1.316853,-1.128158,8.289321,-0.334302
1.366750,0.114178,9.157849,-0.801039
1.417132,0.180469,8.253706,-0.648852
1.467492,0.561011,8.018617,-0.851169
1.517220,0.728312,8.622427,-1.088652
1.566497,0.032323,8.664626,-0.865684
1.617226,-0.115375,10.080996,-0.968340
1.667088,-0.353906,12.017376,-1.757706
1.717198,0.461499,10.976011,-0.963102
1.766889,0.755697,11.840199,2.696267
1.816607,0.184360,10.426522,4.505450
1.866934,-1.891936,13.599401,0.156975
1.917524,-0.379195,9.574904,-0.913720
1.966489,1.287378,9.133308,-1.094040
2.017196,-0.180918,6.471309,0.206956
2.066837,-1.411732,5.073943,-0.445637
2.117225,-1.272414,5.527062,-1.710419
2.166529,-0.598871,6.530717,-3.092671
2.217875,2.235067,11.776601,-5.382358
2.266988,0.093228,10.751846,-5.681194
2.317222,-3.707554,17.274183,-4.227563
2.366361,-1.500470,9.490505,-0.774702
2.417224,-1.867095,11.606906,3.622556
2.466591,1.585916,11.357151,-2.095749
2.517215,-3.436251,4.516673,1.827290
2.566811,0.102356,8.469492,-0.822587
2.617354,1.492539,7.674289,-0.466886
2.666430,1.273761,8.543116,-1.544166
2.717161,-0.234939,7.146797,-0.979862
2.766840,-0.145303,10.664454,-0.414661
2.816951,0.886934,11.409078,-1.045855
2.866516,4.354909,13.789298,-0.706015
2.917210,0.732951,13.673774,4.667663
2.966900,-1.868143,9.289684,4.083606
3.017171,-2.421821,12.828591,1.345589
3.066385,1.776860,9.669329,0.283424
3.117117,1.220189,6.668090,-2.099640
3.166306,-0.139767,5.526164,-0.937812
3.217214,-1.250716,4.547350,-1.234105
3.267194,-0.419748,5.010345,-2.578049
3.316658,-0.612339,7.957114,-2.483624
3.366377,1.056629,13.680209,-5.856127
3.417215,-1.688870,11.950935,-5.698403
3.466721,-3.649492,19.580480,2.853841
3.517191,0.500705,2.701504,-2.475543
3.566181,0.789367,10.466177,3.485783
3.617149,1.019368,9.290133,-1.866945
3.666261,-4.031381,5.057632,1.391230
3.717154,1.353371,7.791160,-0.146650
3.766490,0.952178,8.338255,-1.246526
3.816808,0.366775,7.790861,-1.205374
3.866581,-0.091581,8.343342,-0.077665
3.917223,0.416606,12.224482,-1.828487
3.966379,2.426011,11.319741,-1.948950
4.017084,2.545127,13.509466,2.638504
4.066436,-1.811129,11.946894,3.895206
4.117224,-2.140493,11.595383,2.209777
4.166248,-1.457822,12.603378,1.128906
4.216259,3.367266,7.853561,-0.385181
4.266579,-0.666210,5.529157,-0.609496
4.316665,-2.269186,3.209542,0.328466
4.366405,-2.618003,5.427250,-1.931442
4.417369,-0.174633,7.638973,-2.564282
4.466963,1.532344,12.642884,-5.981528
4.517222,0.716490,10.792848,-6.863374
4.566233,-1.012185,17.889814,-0.623113
4.617263,-1.353371,6.869060,-1.342597
4.666570,-0.045641,9.812687,1.270169
4.717196,1.245628,9.570115,-0.710505
4.766607,-2.099939,5.669522,-0.562807
4.816819,3.081597,7.332055,0.090085
4.866171,-0.701376,7.675935,0.150990
4.917149,0.177177,7.905338,-1.255055
4.966598,0.599769,9.395332,-0.716640
5.017351,1.138484,12.248574,-1.769528
5.067238,4.911431,12.543371,-0.865086
5.117220,-0.010026,12.798512,2.897087
