0.024461,-0.678930,9.577298,-1.438069
0.071608,-0.508487,9.568769,-0.336547
0.088344,-0.790564,9.695516,-0.344179
0.137149,-0.894566,9.613512,-0.625508
0.188180,-0.627004,9.618899,-0.849822
0.237370,-0.787870,9.650324,-0.644811
0.287802,-0.777994,9.644937,-0.676685
0.337593,-0.801787,9.694169,-0.750310
0.388238,-0.756295,9.533303,-0.698683
0.437159,-0.832015,9.763454,-0.740284
0.488224,-0.432468,9.654963,-0.586750
0.537312,-0.786673,9.682048,-0.855359
0.588389,-0.646009,9.676063,-0.696289
0.637294,-0.754350,9.556498,-0.632840
0.689734,-0.884091,9.674566,-0.893518
0.738244,-0.750160,9.627429,-0.627303
0.788350,-1.090897,9.522828,-0.677733
0.837568,-0.747018,9.650474,-0.702873
0.888371,-0.572085,9.628626,-0.844286
0.938014,-0.984501,9.745796,-0.849074
0.988106,-1.082816,9.671274,-0.838300
1.037993,-0.945594,9.467610,-0.740433
1.087808,-0.916413,9.629075,-0.786074
1.137509,-0.807324,9.605281,-0.778592
1.188308,-0.802535,9.546472,-0.849523
1.237590,-0.710654,9.665588,-0.803283
1.288589,-0.769913,9.548417,-0.817649
1.337928,-0.742977,9.633564,-0.890226
1.387851,-1.019966,9.590766,-0.676236
1.437592,-1.003955,9.576849,-0.760635
1.488765,-0.893069,9.637006,-0.674740
1.538500,-0.850571,9.694169,-0.825580
1.588382,-0.785027,9.544676,-0.785775
1.637360,-0.743576,9.779915,-0.864787
1.689447,-0.655735,9.602438,-0.735645
1.738171,-0.900701,9.642393,-0.612339
1.788245,-0.958313,9.612464,-0.659925
1.837524,-0.987793,9.668132,-0.564752
1.887911,-0.931078,9.671723,-0.573432
1.938155,-0.882295,9.576251,-0.658429
1.988134,-0.693595,9.533154,-0.760934
2.037818,-0.690153,9.591365,-0.786523
2.088225,-0.920753,9.708236,-0.753602
2.137800,-1.053636,9.562633,-0.594531
2.188113,-0.960109,9.621892,-0.591389
2.237602,-0.635234,9.674117,-0.611890
2.288634,-0.803583,9.605880,-0.661721
2.338363,-0.886784,9.651521,-0.612040
2.387731,-0.804181,9.689231,-0.586600
2.437594,-0.813309,9.673968,-0.707661
2.488101,-0.712001,9.608574,-0.589144
2.538041,-0.757642,9.627429,-0.579866
2.588308,-0.815704,9.686538,-0.660374
2.637267,-0.736692,9.630721,-0.562358
2.687764,-0.773804,9.557396,-0.639125
2.738163,-0.697486,9.606928,-0.643315
2.788329,-0.708110,9.615457,-0.581961
2.837540,-0.859699,9.618001,-0.678032
2.888296,-0.723823,9.665139,-0.651845
2.938099,-0.762880,9.564579,-0.759737
2.988381,-0.688208,9.556947,-0.696588
3.037646,-0.754649,9.602887,-0.830518
3.087805,-0.803882,9.696115,-0.653640
3.137262,-0.893368,9.669778,-0.772756
3.187833,-0.788469,9.603336,-0.716790
3.237902,-0.832913,9.568320,-0.708709
3.288295,-0.822438,9.657507,-0.695840
3.338052,-0.806725,9.661996,-0.754949
3.388232,-0.694643,9.789492,-0.770661
3.437650,-0.687609,9.458182,-0.704669
3.488039,-0.702723,9.657357,-0.726217
3.537866,-0.766471,9.548268,-0.806575
3.588302,-0.784279,9.625334,-0.762880
3.637266,-0.838599,9.609920,-0.896960
3.688273,-0.793856,9.608424,-0.794005
3.737743,-0.698833,9.645386,-0.797597
3.788308,-0.708709,9.569517,-0.814357
3.837608,-0.826628,9.646284,-0.781735
3.888470,-0.735645,9.631469,-0.706315
3.938321,-0.747915,9.604084,-0.766322
3.988048,-0.668305,9.613063,-0.622964
4.037463,-0.651096,9.649576,-0.672795
4.088334,-0.795352,9.659153,-0.638975
4.137229,-0.673543,9.659003,-0.634336
4.188327,-0.741481,9.610070,-0.688058
4.237634,-0.758091,9.614410,-0.620120
4.288559,-0.757493,9.653167,-0.680576
4.337994,-0.665013,9.671723,-0.587498
4.388163,-0.739535,9.645685,-0.616828
4.438321,-0.782633,9.630421,-0.441896
4.488369,-0.722626,9.695367,-0.516418
4.537615,-0.657980,9.597350,-0.529137
4.588463,-0.495318,9.556049,-0.283723
4.637198,-0.686711,9.649725,-0.292552
4.688306,-0.624161,9.678906,-0.412117
4.737873,-0.676386,9.639999,-0.309462
4.788419,-0.748963,9.650324,-0.368271
4.838060,-0.605306,9.685191,-0.448779
4.887999,-0.627752,9.676512,-0.456710
4.938092,-0.510133,9.603935,-0.523900
4.987925,-0.710205,9.569218,-0.431421
5.037584,-0.610843,9.588970,-0.470178
5.088328,-0.733250,9.669628,-0.318141
5.137263,-0.743576,9.735471,-0.467485
5.187661,-0.676386,9.571761,-0.454166
5.237506,-0.470178,9.625932,-0.349267
5.287944,-0.869874,9.564130,-0.338043
5.337923,-0.830369,9.655561,-0.252597
5.388078,-0.803283,9.712276,-0.353906
5.437563,-0.856556,9.625184,-0.602911
5.488205,-0.463145,9.745048,-0.551135
5.537679,-0.602463,9.518040,-0.463444
5.588309,-0.722327,9.689830,-0.549938
5.637357,-0.715293,9.649127,-0.480803
5.688234,-0.551135,9.661697,-0.451024
5.737800,-0.841143,9.793832,-0.642716
5.787781,-0.517615,9.565776,-0.500855
5.837421,-0.688806,9.690877,-0.370516
5.888182,-0.745521,9.683844,-0.329214
5.937897,-0.790863,9.672770,-0.320236
5.988150,-0.715443,9.622640,-0.347172
6.037267,-0.640023,9.732328,-0.336996
6.088175,-0.709756,9.694169,-0.368271
6.137243,-0.598871,9.618600,-0.269806
6.187901,-0.773804,9.622490,-0.237932
6.238400,-0.739685,9.680552,-0.194237
6.288241,-0.835307,9.683395,-0.246911
6.337790,-0.732203,9.663343,-0.293749
6.387582,-0.658130,9.601690,-0.209650
6.437601,-0.814955,9.674117,-0.293899
6.488129,-0.704519,9.637006,-0.300333
6.538458,-0.669652,9.624286,-0.303626
6.588858,-0.671598,9.652120,-0.213092
6.637183,-0.668455,9.620395,-0.204412
6.688229,-0.722027,9.655113,-0.233742
6.738172,-0.727115,9.671723,-0.294797
6.788322,-0.715742,9.584930,-0.256937
6.837555,-0.611591,9.638951,-0.273098
6.888729,-0.763927,9.628775,-0.316644
6.938780,-0.720830,9.602887,-0.310359
6.988087,-0.609945,9.598996,-0.291654
7.037585,-0.693595,9.595255,-0.286716
7.088260,-0.526444,9.699108,-0.302877
7.137810,-0.690602,9.642543,-0.379046
7.188319,-0.602163,9.668281,-0.233593
7.237613,-0.763329,9.663942,-0.237034
